id,numeros,persee_id,auteurlabel,titre,datepubimp,pubimp,datepubnum,pubnum,print,title,date,type,subject,is_aggregated_by,coverage,topic_label,year_of_birth,year_of_death,sex_or_genderLabel
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_1_4609,1_1,263989,Pierre Brunet,"Georges Leboucq, André VésaleRobert Depau, Simon Slevin Lucien Godeaux, Esquisse d'une histoire des mathématiques en BelgiqueE. Dupréel, Adolphe Ouételel, pages choisies et commentées Jean Pelseneer, Zénobe GrammeMarcel Florkin, Léon Frédéricq et les débuts de la physiologie en BelgiqueRaymond Lebègue, Les correspondants de Peiresc dans les anciens Pays-Bas",1947,Paris : Armand Colin,2012-01-13 13:12:07.487,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_1_4609#Print,"Georges Leboucq, André Vésale Robert Depau, Simon Slevin Lucien Godeaux, Esquisse d'une histoire des mathématiques en Belgique E. Dupréel, Adolphe Ouételel, pages choisies et commentées Jean Pelseneer, Zénobe Gramme Marcel Florkin, Léon Frédéricq et les débuts de la physiologie en Belgique Raymond Lebègue, Les correspondants de Peiresc dans les anciens Pays-Bas",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 82-86,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_1_4610,1_1,263989,Pierre Brunet,"Robert Lenoble, Mersenne ou la naissance du mécanisme",1947,Paris : Armand Colin,2012-01-13 13:12:06.517,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_1_4610#Print,"Robert Lenoble, Mersenne ou la naissance du mécanisme",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 86-88,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_1_4611,1_1,263989,Pierre Brunet,"N. V. E. Nordenmark, Pehr Wilhelm Wargentin, kungl. Vetenskaps- akademiens sekreterare och astronom",1947,Paris : Armand Colin,2012-01-13 13:11:55.307,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_1_4611#Print,"N. V. E. Nordenmark, Pehr Wilhelm Wargentin, kungl. Vetenskaps- akademiens sekreterare och astronom",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 88-89,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_1_4612,1_1,263989,Pierre Brunet,"C W. Oseen, Johan Cari Wilcke, experimental-fysiker",1947,Paris : Armand Colin,2012-01-13 13:11:54.999,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_1_4612#Print,"C W. Oseen, Johan Cari Wilcke, experimental-fysiker",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,p. 89,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_1_4613,1_1,263989,Pierre Brunet,"R. Hooykaas, Rede en ervaring in de Natuurwelenschap der XVIIIe Eeuw",1947,Paris : Armand Colin,2012-01-13 13:11:58.73,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_1_4613#Print,"R. Hooykaas, Rede en ervaring in de Natuurwelenschap der XVIIIe Eeuw",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 89-90,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_1_4614,1_1,263989,Pierre Brunet,"Georges Canguilhem, Essai sur quelques problèmes concernant le normal et le pathologique",1947,Paris : Armand Colin,2012-01-13 13:12:06.029,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_1_4614#Print,"Georges Canguilhem, Essai sur quelques problèmes concernant le normal et le pathologique",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 90-91,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_1_4615,1_1,263989,Pierre Brunet,"Raymond Millet, Claude Bernard ou l'aventure scientifique",1947,Paris : Armand Colin,2012-01-13 13:12:10.832,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_1_4615#Print,"Raymond Millet, Claude Bernard ou l'aventure scientifique",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 91-92,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_1_4616,1_1,263989,Pierre Brunet,"Henri Mondor, Dupuytren",1947,Paris : Armand Colin,2012-01-13 13:11:54.71,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_1_4616#Print,"Henri Mondor, Dupuytren",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 92-93,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_1_4617,1_1,263989,Pierre Brunet,"Pierre Humbert, Histoire des Sciences",1947,Paris : Armand Colin,2012-01-13 13:11:56.598,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_1_4617#Print,"Pierre Humbert, Histoire des Sciences",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,p. 93,Histoire,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_1_4618,1_1,263989,Pierre Brunet,"Baron Carra de Vaux, Tableau des racines sémitiques (arabe-hébreu) accompagnées de comparaisons",1947,Paris : Armand Colin,2012-01-13 13:11:55.658,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_1_4618#Print,"Baron Carra de Vaux, Tableau des racines sémitiques (arabe-hébreu) accompagnées de comparaisons",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,p. 94,Histoire,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_1_4619,1_1,263989,Pierre Brunet,"Maurice Daumas, L'acte chimique. Essai sur l'histoire de la philosophie chimique",1947,Paris : Armand Colin,2012-01-13 13:12:05.033,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_1_4619#Print,"Maurice Daumas, L'acte chimique. Essai sur l'histoire de la philosophie chimique",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 94-95,Histoire,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_1_4620,1_1,263989,Pierre Brunet,"François Poncetton, Eiffel, le magicien du fer",1947,Paris : Armand Colin,2012-01-13 13:11:54.172,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_1_4620#Print,"François Poncetton, Eiffel, le magicien du fer",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,p. 96,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_1_4621,1_1,263989,Pierre Brunet,"Henri Michel, Introduction à l'étude d'une collection d'instruments anciens de mathématiques",1947,Paris : Armand Colin,2012-01-13 13:11:59.022,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_1_4621#Print,"Henri Michel, Introduction à l'étude d'une collection d'instruments anciens de mathématiques",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,p. 96,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2606,1_2,76022,Arnold Reymond,L'évolution de la pensée scientifique et l'histoire des sciences.,1947,Paris : Armand Colin,2008-09-16 09:33:08.8,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2606#Print,L'évolution de la pensée scientifique et l'histoire des sciences.,1947,article,no value,http://isidore.science/collection/10670/2.eqird7,pp. 97-113,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2607,1_2,58872,René Taton,Les relations d'Evariste Galois avec les mathématiciens de son temps.,1947,Paris : Armand Colin,2008-09-16 09:33:21.665,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2607#Print,Les relations d'Evariste Galois avec les mathématiciens de son temps.,1947,article,no value,http://isidore.science/collection/10670/2.eqird7,pp. 114-130,no value,1915,2004,masculin
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2608,1_2,76050,Louis Cahen,La télégraphie électrique des origines au début du XXe siècle.,1947,Paris : Armand Colin,2008-09-16 09:33:37.328,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2608#Print,La télégraphie électrique des origines au début du XXe siècle.,1947,article,no value,http://isidore.science/collection/10670/2.eqird7,pp. 131-161,Histoire,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2610,1_2,76252,Pierre Sergescu,Le bicentenaire de Gaspard Monge,1947,Paris : Armand Colin,2008-09-16 09:33:54.167,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2610#Print,Le bicentenaire de Gaspard Monge,1947,article,no value,http://isidore.science/collection/10670/2.eqird7,pp. 162-170,no value,1893,1954,masculin
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2611,1_2,263989,Pierre Brunet,L'Histoire des Sciences dans l'enseignement,1947,Paris : Armand Colin,2008-09-16 09:33:57.782,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2611#Print,L'Histoire des Sciences dans l'enseignement,1947,article,no value,http://isidore.science/collection/10670/2.eqird7,pp. 171-174,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2613,1_2,263989,Pierre Brunet,L'Histoire des Sciences dans le monde.,1947,Paris : Armand Colin,2008-09-16 09:33:59.65,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2613#Print,L'Histoire des Sciences dans le monde.,1947,autre,no value,http://isidore.science/collection/10670/2.eqird7,pp. 174-177,Histoire,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2615,1_2,263989,Pierre Brunet,"Ch. Huygens, Œuvres complètes T.XXI",1947,Paris : Armand Colin,2008-09-16 09:34:01.427,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2615#Print,"Ch. Huygens, Œuvres complètes T.XXI",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 179-180,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2616,1_2,263989,Pierre Brunet,"J. Leflon, Gerbert",1947,Paris : Armand Colin,2008-09-16 09:34:02.4,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2616#Print,"J. Leflon, Gerbert",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 178-179,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2617,1_2,263989,Pierre Brunet,"N. V. E. Nordenmark, Fredrik Mallet och Daniel Melanderhjelm, lva Uppsala-astronomer",1947,Paris : Armand Colin,2008-09-16 09:34:03.378,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2617#Print,"N. V. E. Nordenmark, Fredrik Mallet och Daniel Melanderhjelm, lva Uppsala-astronomer",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 180-181,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2618,1_2,263989,Pierre Brunet,"A. de Saint-Hilaire, Esquisse de mes voyages au Brésil et Paraguay",1947,Paris : Armand Colin,2008-09-16 09:34:04.179,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2618#Print,"A. de Saint-Hilaire, Esquisse de mes voyages au Brésil et Paraguay",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 181-182,Histoire,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2619,1_2,263989,Pierre Brunet,"José. Joaquim. Izquierdo, Bernard creator de la medicína cientifca",1947,Paris : Armand Colin,2008-09-16 09:34:05.173,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2619#Print,"José. Joaquim. Izquierdo, Bernard creator de la medicína cientifca",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 182-183,Histoire,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2620,1_2,263989,Pierre Brunet,"Pasteur-Valléry-Radot. Pasteur, Correspondance, Lettres de jeunesse.",1947,Paris : Armand Colin,2008-09-16 09:34:06.036,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2620#Print,"Pasteur-Valléry-Radot. Pasteur, Correspondance, Lettres de jeunesse.",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 183-184,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2621,1_2,263989,Pierre Brunet,"Fernan Lot, Charles Nicolle avec préface de J. Rostand ; A. Ranc, Henri Becquerel et la découverte de la radio-activité",1947,Paris : Armand Colin,2008-09-16 09:34:06.93,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2621#Print,"Fernan Lot, Charles Nicolle avec préface de J. Rostand ; A. Ranc, Henri Becquerel et la découverte de la radio-activité",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 184-185,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2623,1_2,263989,Pierre Brunet,The Svedberg; Andreas Speiser,1947,Paris : Armand Colin,2008-09-16 09:34:07.82,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2623#Print,The Svedberg; Andreas Speiser,1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,p. 185,Histoire,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2625,1_2,263989,Pierre Brunet,"H. T. Pledge, Science since 1500",1947,Paris : Armand Colin,2008-09-16 09:34:08.43,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2625#Print,"H. T. Pledge, Science since 1500",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 185-186,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2626,1_2,263989,Pierre Brunet,"Les conquérants de la science, II, d'Oberkampf à Pasteur",1947,Paris : Armand Colin,2008-09-16 09:34:09.336,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2626#Print,"Les conquérants de la science, II, d'Oberkampf à Pasteur",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 186-187,Histoire,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2627,1_2,263989,Pierre Brunet,"P. Devaux, Les aventuriers de la science",1947,Paris : Armand Colin,2008-09-16 09:34:10.328,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2627#Print,"P. Devaux, Les aventuriers de la science",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 187-188,Littératures,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2628,1_2,263989,Pierre Brunet,"A. Marti, Grandes inventions; P. Marchal, Grands savants de France",1947,Paris : Armand Colin,2008-09-16 09:34:11.141,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2628#Print,"A. Marti, Grandes inventions; P. Marchal, Grands savants de France",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,p. 188,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2630,1_2,263989,Pierre Brunet,"R. Taton, Histoire du calcul.",1947,Paris : Armand Colin,2008-09-16 09:34:12.068,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2630#Print,"R. Taton, Histoire du calcul.",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 188-189,Histoire,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2631,1_2,263989,Pierre Brunet,"E. Borel, Algèbre et géométrie du second degré",1947,Paris : Armand Colin,2008-09-16 09:34:12.867,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2631#Print,"E. Borel, Algèbre et géométrie du second degré",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,p. 189,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2632,1_2,263989,Pierre Brunet,"P. Couderc, Le calendrier",1947,Paris : Armand Colin,2008-09-16 09:34:13.347,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2632#Print,"P. Couderc, Le calendrier",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,p. 190,Histoire,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2633,1_2,263989,Pierre Brunet,"Emm. de Margerie, Critique et géologie, contribution à l'histoire des sciences de la terre",1947,Paris : Armand Colin,2008-09-16 09:34:14.119,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2633#Print,"Emm. de Margerie, Critique et géologie, contribution à l'histoire des sciences de la terre",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 190-191,"Histoire, Philosophie et Sociologie des sciences",????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2634,1_2,263989,Pierre Brunet,"G. Sadoul, L'invention du cinéma",1947,Paris : Armand Colin,2008-09-16 09:34:14.888,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2634#Print,"G. Sadoul, L'invention du cinéma",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 191-192,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2635,1_2,263989,Pierre Brunet,"E. Schneider, Le charbon, son histoire son destin",1947,Paris : Armand Colin,2008-09-16 09:34:15.586,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1947_num_1_2_2635#Print,"E. Schneider, Le charbon, son histoire son destin",1947,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,p. 192,Histoire,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1948_num_1_3_2636,1_3,57270,Pierre Costabel,Contribution à l'histoire de la loi de chute des graves,1948,Paris : Armand Colin,2008-09-16 09:34:17.991,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1948_num_1_3_2636#Print,Contribution à l'histoire de la loi de chute des graves,1948,article,no value,http://isidore.science/collection/10670/2.eqird7,pp. 193-205,no value,1912,1989,masculin
https://www.persee.fr/doc/rhs_0048-7996_1948_num_1_3_2637,1_3,76044,Carra De Vaux,Une solution arabe du problème des carrés magiques.,1948,Paris : Armand Colin,2008-09-16 09:34:22.395,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1948_num_1_3_2637#Print,Une solution arabe du problème des carrés magiques.,1948,article,no value,http://isidore.science/collection/10670/2.eqird7,pp. 206-212,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1948_num_1_3_2638,1_3,263989,Pierre Brunet,Les origines du paratonnerre. (Discussions et réalisations),1948,Paris : Armand Colin,2008-09-16 09:34:32.138,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1948_num_1_3_2638#Print,Les origines du paratonnerre. (Discussions et réalisations),1948,article,no value,http://isidore.science/collection/10670/2.eqird7,pp. 213-253,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1948_num_1_3_2640,1_3,57331,Jean Itard,A propos du tricentenaire de la naissance de Newton,1948,Paris : Armand Colin,2008-09-16 09:34:44.153,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1948_num_1_3_2640#Print,A propos du tricentenaire de la naissance de Newton,1948,article,no value,http://isidore.science/collection/10670/2.eqird7,pp. 254-257,Histoire,1902,1979,masculin
https://www.persee.fr/doc/rhs_0048-7996_1948_num_1_3_2642,1_3,76050,Louis Cahen,Sur les origines de l'idée de ionosphère,1948,Paris : Armand Colin,2008-09-16 09:34:49.475,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1948_num_1_3_2642#Print,Sur les origines de l'idée de ionosphère,1948,article,no value,http://isidore.science/collection/10670/2.eqird7,p. 266,Histoire,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1948_num_1_3_2646,1_3,263989,Pierre Brunet,"Hermès Trismégiste, Traités I à XVIII",1948,Paris : Armand Colin,2008-09-16 09:34:50.14,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1948_num_1_3_2646#Print,"Hermès Trismégiste, Traités I à XVIII",1948,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 271-272,no value,????,????,no value
